,Bigram,Frequency
44971,"('emergency', 'want')",1
44972,"('kest', 'live')",1
44973,"('live', '79')",1
44974,"('drive', 'husband')",1
44975,"('oxygen', 'lethargic')",1
44976,"('lethargic', 'take')",1
44977,"('emergency', 'can')",1
44978,"('walk', 'call')",1
44979,"('address', 'gave')",1
44980,"('conscious', 'can')",1
44981,"('gave', '79')",1
44982,"('name', 'say')",1
44983,"('say', 'next')",1
44984,"('next', 'year')",1
44985,"('year', 'alright')",1
44986,"('calling', '9374079091')",1
44987,"('9374079091', 'hes')",1
44988,"('please', 'question')",1
44989,"('question', 'mine')",1
44990,"('mine', 'others')",1
44991,"('roof', 'water')",1
44992,"('54', 'shes')",1
44993,"('shes', '54')",1
44994,"('54', 'awake')",1
44995,"('shes', 'waste')",1
44996,"('waste', 'okay')",1
44997,"('positive', 'correct')",1
44998,"('yes', 'byebye')",1
44999,"('byebye', 'short')",1
45000,"('breathe', 'vanessa')",1
45001,"('vanessa', 'know')",1
45002,"('know', 'hurts')",1
45003,"('hurts', 'breathes')",1
45004,"('speak', 'bit')",1
45005,"('trouble', 'responding')",1
45006,"('responding', 'besides')",1
45007,"('besides', 'trouble')",1
45008,"('breathing', 'vanessa')",1
45009,"('water', '54')",1
45010,"('water', 'roof')",1
45011,"('6142967804', 'tell')",1
45012,"('partner', 'water')",1
45013,"('medics', 'pulling')",1
45014,"('pulling', 'guys')",1
45015,"('emergency', '510')",1
45016,"('road', 'law')",1
45017,"('law', '24')",1
45018,"('name', 'vanessa')",1
45019,"('vanessa', 'vanessa')",1
45020,"('vanessa', 'whats')",1
45021,"('called', '6148225999')",1
45022,"('6148225999', 'okay')",1
45023,"('going', 'vanessa')",1
45024,"('vanessa', 'grandma')",1
45025,"('grandma', 'covid')",1
45026,"('covid', 'cant')",1
45027,"('grandma', 'yeah')",1
45028,"('old', 'vanessa')",1
45029,"('vanessa', 'partner')",1
45030,"('vanessa', 'problems')",1
45031,"('pain', 'thank')",1
45032,"('thank', 'elizabeth')",1
45033,"('elizabeth', 'rounded')",1
45034,"('okay', 'works')",1
45035,"('works', 'use')",1
45036,"('oxygen', 'vanessa')",1
45037,"('oxygen', 'tank')",1
45038,"('tank', 'okay')",1
45039,"('okay', 'wouldnt')",1
45040,"('wouldnt', 'get')",1
45041,"('get', 'uh')",1
45042,"('get', 'coming')",1
45043,"('yeah', '8681')",1
45044,"('8681', 'kirkland')",1
45045,"('kirkland', 'drive')",1
45046,"('ohio', '43035')",1
45047,"('43035', 'name')",1
45048,"('neil', 'thank')",1
45049,"('neil', 'neil')",1
45050,"('neil', 'whats')",1
45051,"('porch', 'right')",1
45052,"('getting', 'porch')",1
45053,"('said', 'thursday')",1
45054,"('lot', 'fun')",1
45055,"('rounded', '3')",1
45056,"('4', 'shes')",1
45057,"('nauseous', 'hurt')",1
45058,"('hurt', 'lot')",1
45059,"('thank', 'medics')",1
45060,"('byebye', 'ever')",1
45061,"('issue', 'know')",1
45062,"('fun', 'yeah')",1
45063,"('vanessa', 'yeah')",1
45064,"('right', 'vanessa')",1
45065,"('laying', 'shes')",1
45066,"('thank', 'dead')",1
45067,"('fight', 'dead')",1
45068,"('fight', 'couple')",1
45069,"('ago', 'hospital')",1
45070,"('vanessa', 'okay')",1
45071,"('tell', 'everything')",1
45072,"('cant', 'one')",1
45073,"('shes', 'things')",1
45074,"('starts', 'feel')",1
45075,"('set', 'says')",1
45076,"('feels', 'busy')",1
45077,"('busy', 'hard')",1
45078,"('hard', 'sit')",1
45079,"('sit', 'completely')",1
45080,"('completely', 'shes')",1
45081,"('like', 'retirement')",1
45082,"('retirement', 'chair')",1
45083,"('shes', 'time')",1
45084,"('time', 'try')",1
45085,"('problem', 'im')",1
45086,"('started', 'ok')",1
45087,"('ok', 'time')",1
45088,"('started', 'feel')",1
45089,"('woke', 'trying')",1
45090,"('trying', 'adjust')",1
45091,"('adjust', 'chair')",1
45092,"('get', 'set')",1
45093,"('help', 'weve')",1
45094,"('move', 'alright')",1
45095,"('inhaler', 'want')",1
45096,"('good', 'shortnicked')",1
45097,"('shortnicked', 'breath')",1
45098,"('breath', 'absolutely')",1
45099,"('absolutely', 'didnt')",1
45100,"('didnt', 'hurry')",1
45101,"('hurry', 'ok')",1
45102,"('route', 'inhaler')",1
45103,"('try', 'inhaler')",1
45104,"('move', 'fact')",1
45105,"('used', 'shes')",1
45106,"('speaking', 'right')",1
45107,"('okay', 'day')",1
45108,"('day', 'taylor')",1
45109,"('taylor', 'shes')",1
45110,"('yell', 'problems')",1
45111,"('right', 'fact')",1
45112,"('chair', 'starts')",1
45113,"('feel', 'unless')",1
45114,"('failure', 'lungs')",1
45115,"('unless', 'cant')",1
45116,"('stays', 'home')",1
45117,"('home', 'sometimes')",1
45118,"('sometimes', 'get')",1
45119,"('bed', 'trying')",1
45120,"('keep', 'staying')",1
45121,"('staying', 'chair')",1
45122,"('swallowing', 'gets')",1
45123,"('gets', 'food')",1
45124,"('food', 'okay')",1
45125,"('thats', 'nebulizer')",1
45126,"('nebulizer', 'okay')",1
45127,"('say', 'thank')",1
45128,"('whole', 'history')",1
45129,"('shes', 'close')",1
45130,"('actually', 'diane')",1
45131,"('diane', 'shes')",1
45132,"('shes', 'failure')",1
45133,"('anywhere', 'stays')",1
45134,"('travel', 'like')",1
45135,"('ready', 'extended')",1
45136,"('supposed', 'going')",1
45137,"('kind', 'felt')",1
45138,"('little', 'anxiety')",1
45139,"('anxiety', 'ok')",1
45140,"('ever', 'okay')",1
45141,"('legs', 'hasnt')",1
45142,"('hospitalized', 'know')",1
45143,"('know', 'supposed')",1
45144,"('going', 'rest')",1
45145,"('thats', 'ready')",1
45146,"('rest', 'today')",1
45147,"('today', 'later')",1
45148,"('later', 'today')",1
45149,"('today', 'trying')",1
45150,"('needs', '20hour')",1
45151,"('20hour', 'care')",1
45152,"('care', 'theyre')",1
45153,"('number', '6142967804')",1
45154,"('passed', 'little')",1
45155,"('oxygen', 'time')",1
45156,"('screen', 'cell')",1
45157,"('ripe', 'okay')",1
45158,"('way', 'talk')",1
45159,"('talk', 'chance')",1
45160,"('chance', 'dont')",1
45161,"('callback', 'unless')",1
45162,"('else', 'changes')",1
45163,"('us', 'callback')",1
45164,"('callback', 'actually')",1
45165,"('door', 'doesnt')",1
45166,"('thats', 'wonderful')",1
45167,"('welcome', 'good')",1
45168,"('day', 'thanks')",1
45169,"('umm', 'emergency')",1
45170,"('room', 'last')",1
45171,"('thursday', 'im')",1
45172,"('im', 'starting')",1
45173,"('get', 'symptoms')",1
45174,"('513', 'ripe')",1
45175,"('another', 'screen')",1
45176,"('bit', 'colonoscopy')",1
45177,"('back', 'another')",1
45178,"('pressure', 'ok')",1
45179,"('heart', 'murmur')",1
45180,"('murmur', 'get')",1
45181,"('sure', 'stacey')",1
45182,"('stacey', 'oyster')",1
45183,"('oyster', '740')",1
45184,"('740', '740')",1
45185,"('740', '0')",1
45186,"('0', '3')",1
45187,"('3', '2')",1
45188,"('3', '6')",1
45189,"('6', '6')",1
45190,"('calling', 'medic')",1
45191,"('medic', 'asked')",1
45192,"('call', 'thank')",1
45193,"('number', 'absolutely')",1
45194,"('absolutely', 'let')",1
45195,"('symptoms', 'back')",1
45196,"('covid', 'moment')",1
45197,"('moment', 'yet')",1
45198,"('yet', 'covid')",1
45199,"('ugh', 'say')",1
45200,"('draft', 'youre')",1
45201,"('draft', 'cant')",1
45202,"('believe', 'ugh')",1
45203,"('ugh', '35')",1
45204,"('yeah', 'room')",1
45205,"('209', 'okay')",1
45206,"('getting', 'apartment')",1
45207,"('thank', '6148320941')",1
45208,"('6148320941', 'okay')",1
45209,"('name', 'coming')",1
45210,"('back', 'today')",1
45211,"('didnt', 'stuff')",1
45212,"('stuff', 'throat')",1
45213,"('throat', 'went')",1
45214,"('went', 'sneezing')",1
45215,"('sneezing', 'went')",1
45216,"('michaels', 'ugh')",1
45217,"('im', 'st')",1
45218,"('dress', 'ugh')",1
45219,"('signing', 'youre')",1
45220,"('also', 'copd')",1
45221,"('copd', 'oxygen')",1
45222,"('level', '90')",1
45223,"('90', 'usually')",1
45224,"('like', '98')",1
45225,"('98', 'olliedallye')",1
45226,"('olliedallye', 'signing')",1
45227,"('youre', '90')",1
45228,"('worries', 'ive')",1
45229,"('90', 'bye')",1
45230,"('bye', 'use')",1
45231,"('use', 'mexican')",1
45232,"('mexican', 'haler')",1
45233,"('haler', 'back')",1
45234,"('back', '95')",1
45235,"('95', 'worries')",1
45236,"('driving', 'blood')",1
45237,"('pain', 'driving')",1
45238,"('tooth', 'feels')",1
45239,"('204', 'ok')",1
45240,"('yeah', 'feeling')",1
45241,"('anywhere', 'oh')",1
45242,"('shoot', 'feeling')",1
45243,"('like', 'stomachache')",1
45244,"('stomachache', 'anything')",1
45245,"('else', 'bleeding')",1
45246,"('internally', 'blood')",1
45247,"('stool', 'blood')",1
45248,"('stool', 'lot')",1
45249,"('stool', 'ving')",1
45250,"('ving', 'im')",1
45251,"('na', 'please')",1
45252,"('broke', 'blood')",1
45253,"('store', 'lot')",1
45254,"('store', 'history')",1
45255,"('behavior', 'doc')",1
45256,"('tuesday', 'doc')",1
45257,"('harder', 'breathe')",1
45258,"('breath', 'harder')",1
45259,"('70', 'years')",1
45260,"('awake', 'old')",1
45261,"('colonoscopy', 'day')",1
45262,"('day', 'two')",1
45263,"('well', 'day')",1
45264,"('throwing', 'shes')",1
45265,"('kind', 'thank')",1
45266,"('thank', 'partners')",1
45267,"('mom', 'stay')",1
45268,"('mother', 'father')",1
45269,"('said', '70')",1
45270,"('father', 'hold')",1
45271,"('hold', 'mom')",1
45272,"('okay', 'late')",1
45273,"('late', 'late')",1
45274,"('late', 'okay')",1
45275,"('sorry', 'thought')",1
45276,"('thought', 'said')",1
45277,"('apartment', '204')",1
45278,"('calling', 'sourcepoint')",1
45279,"('infected', 'tooth')",1
45280,"('sourcepoint', 'care')",1
45281,"('216', '101')",1
45282,"('101', 'umm')",1
45283,"('said', 'say')",1
45284,"('say', '1616')",1
45285,"('1616', '101')",1
45286,"('101', '101')",1
45287,"('101', '100')",1
45288,"('history', 'part')",1
45289,"('part', 'problems')",1
45290,"('history', 'high')",1
45291,"('pressure', 'pull')",1
45292,"('pull', 'open')",1
45293,"('open', 'else')",1
45294,"('going', 'several')",1
45295,"('several', 'allergies')",1
45296,"('allergies', 'says')",1
45297,"('got', 'infected')",1
45298,"('cuff', '216')",1
45299,"('must', 'cuff')",1
45300,"('pull', 'must')",1
45301,"('sure', 'marlena')",1
45302,"('care', 'consultant')",1
45303,"('consultant', 'client')",1
45304,"('client', 'called')",1
45305,"('called', 'asked')",1
45306,"('asked', 'could')",1
45307,"('shes', 'extremely')",1
45308,"('extremely', 'high')",1
45309,"('marlena', 'hitchcock')",1
45310,"('pressure', 'let')",1
45311,"('hitchcock', 'shes')",1
45312,"('almost', '37')",1
45313,"('unlocked', 'going')",1
45314,"('get', 'downstairs')",1
45315,"('downstairs', 'told')",1
45316,"('around', 'much')",1
45317,"('says', 'blood')",1
45318,"('absolutely', 'good')",1
45319,"('wear', 'oxygen')",1
45320,"('others', 'whats')",1
45321,"('yes', 'hidden')",1
45322,"('street', '407')",1
45323,"('407', '407')",1
45324,"('407', 'yes')",1
45325,"('yes', 'lastits')",1
45326,"('lastits', 'emergency')",1
45327,"('emergency', 'hurt')",1
45328,"('hurt', 'going')",1
45329,"('disconnected', '740815740815')",1
45330,"('740815740815', 'mmhmm')",1
45331,"('name', 'reena')",1
45332,"('reena', 'rena')",1
45333,"('rena', 'okay')",1
45334,"('need', 'cant')",1
45335,"('floor', 'trying')",1
45336,"('bathroom', 'bye')",1
45337,"('weighs', 'idea')",1
45338,"('idea', 'conscious')",1
45339,"('yes', '222')",1
45340,"('ok', '222')",1
45341,"('im', 'difficult')",1
45342,"('street', 'address')",1
45343,"('menards', 'yes')",1
45344,"('great', 'side')",1
45345,"('door', 'closest')",1
45346,"('closest', 'menards')",1
45347,"('menards', 'okay')",1
45348,"('okay', 'tracey')",1
45349,"('tracey', 'weve')",1
45350,"('thats', 'work')",1
45351,"('address', 'curtis')",1
45352,"('im', 'hidden')",1
45353,"('ridge', 'apartments')",1
45354,"('apartment', '407')",1
45355,"('407', 'im')",1
45356,"('working', 'lady')",1
45357,"('lady', 'wheelchair')",1
45358,"('wheelchair', 'fallen')",1
45359,"('get', 'street')",1
45360,"('emergency', 'book')",1
45361,"('book', 'youre')",1
45362,"('fine', 'approximate')",1
45363,"('approximate', '70')",1
45364,"('swelling', 'im')",1
45365,"('hailing', 'im')",1
45366,"('hailing', 'main')",1
45367,"('main', 'curtis')",1
45368,"('apartment', 'nice')",1
45369,"('nice', 'apartment')",1
45370,"('disconnected', '864499')",1
45371,"('864499', '864499')",1
45372,"('864499', '2598')",1
45373,"('2598', 'name')",1
45374,"('name', 'college')",1
45375,"('college', 'dolli')",1
45376,"('dolli', 'dio')",1
45377,"('dio', 'thank')",1
45378,"('happened', 'aint')",1
45379,"('bad', 'mr')",1
45380,"('mr', 'hyde')",1
45381,"('gains', 'swelling')",1
45382,"('becoming', 'gains')",1
45383,"('emergency', 'becoming')",1
45384,"('age', 'fiftyseven')",1
45385,"('70', '80')",1
45386,"('80', '90')",1
45387,"('oh', 'waved')",1
45388,"('waved', 'probably')",1
45389,"('probably', 'um')",1
45390,"('um', 'age')",1
45391,"('oh', 'age')",1
45392,"('fiftyseven', 'fiftyeight')",1
45393,"('payout', '911')",1
45394,"('fiftyeight', 'bye')",1
45395,"('guys', '222')",1
45396,"('department', '407')",1
45397,"('407', 'make')",1
45398,"('worst', 'ends')",1
45399,"('ends', 'go')",1
45400,"('super', 'thank')",1
45401,"('thats', 'menards')",1
45402,"('menard', 'door')",1
45403,"('closest', 'menard')",1
45404,"('note', 'patient')",1
45405,"('something', 'please')",1
45406,"('yeah', 'line')",1
45407,"('line', 'theyre')",1
45408,"('coming', 'charlotte')",1
45409,"('charlotte', 'okay')",1
45410,"('oh', 'course')",1
45411,"('course', 'youre')",1
45412,"('ok', '6975')",1
45413,"('way', 'lewis')",1
45414,"('center', 'pregarden')",1
45415,"('pregarden', 'yes')",1
45416,"('tracy', 'okay')",1
45417,"('im', '500')",1
45418,"('500', 'hall')",1
45419,"('hall', 'nurse')",1
45420,"('nurse', 'rome')",1
45421,"('rome', 'might')",1
45422,"('charlotte', 'sick')",1
45423,"('charlotte', 'charlotte')",1
45424,"('full', 'first')",1
45425,"('help', 'please')",1
45426,"('came', 'im')",1
45427,"('take', 'help')",1
45428,"('actually', 'getting')",1
45429,"('getting', 'contact')",1
45430,"('contact', 'somebody')",1
45431,"('somebody', 'capri')",1
45432,"('gardens', 'see')",1
45433,"('said', 'last')",1
45434,"('shelly', 'full')",1
45435,"('name', 'chavin')",1
45436,"('chavin', 'okay')",1
45437,"('everybody', 'jason')",1
45438,"('jason', 'right')",1
45439,"('right', 'line')",1
45440,"('line', 'hang')",1
45441,"('god', 'shelly')",1
45442,"('want', 'note')",1
45443,"('patient', 'can')",1
45444,"('side', 'closest')",1
45445,"('get', 'transportation')",1
45446,"('62', 'shes')",1
45447,"('shes', 'even')",1
45448,"('complaining', 'paint')",1
45449,"('paint', 'area')",1
45450,"('room', '520')",1
45451,"('520', 'however')",1
45452,"('however', 'close')",1
45453,"('close', 'nurses')",1
45454,"('station', 'common')",1
45455,"('common', 'room')",1
45456,"('door', 'might')",1
45457,"('might', 'lot')",1
45458,"('lot', 'easier')",1
45459,"('easier', 'come')",1
45460,"('side', 'come')",1
45461,"('side', 'im')",1
45462,"('sorry', 'side')",1
45463,"('bleed', 'okay')",1
45464,"('dont', 'brain')",1
45465,"('looking', 'make')",1
45466,"('fall', 'need')",1
45467,"('transportation', 'need')",1
45468,"('er', 'ct')",1
45469,"('scan', 'eyes')",1
45470,"('eyes', 'dark')",1
45471,"('dark', 'color')",1
45472,"('color', 'shes')",1
45473,"('shes', 'fall')",1
45474,"('need', 'follow')",1
45475,"('negative', 'looking')",1
45476,"('follow', 'weve')",1
45477,"('weve', 'xray')",1
45478,"('xray', 'already')",1
45479,"('already', 'morning')",1
45480,"('morning', 'nasal')",1
45481,"('nasal', 'bones')",1
45482,"('bones', 'negative')",1
45483,"('hyde', 'dont')",1
45484,"('understanding', 'whats')",1
45485,"('normally', 'wear')",1
45486,"('cant', 'prove')",1
45487,"('ah', 'hah')",1
45488,"('hah', 'im')",1
45489,"('na', 'give')",1
45490,"('give', 'man')",1
45491,"('man', 'problem')",1
45492,"('problem', 'going')",1
45493,"('way', 'going')",1
45494,"('way', 'aids')",1
45495,"('aids', 'may')",1
45496,"('cross', 'may')",1
45497,"('cross', 'well')",1
45498,"('help', 'see')",1
45499,"('name', 'really')",1
45500,"('really', 'caught')",1
45501,"('caught', 'right')",1
45502,"('thats', '614')",1
45503,"('614', '499')",1
45504,"('prove', 'ah')",1
45505,"('deal', 'cant')",1
45506,"('go', 'aisle')",1
45507,"('half', 'deal')",1
45508,"('knee', 'big')",1
45509,"('big', 'worker')",1
45510,"('worker', 'got')",1
45511,"('way', '222')",1
45512,"('800', 'shes')",1
45513,"('okay', 'barely')",1
45514,"('get', 'opiece')",1
45515,"('opiece', 'okay')",1
45516,"('emergency', 'due')",1
45517,"('due', 'pomere')",1
45518,"('pomere', '222')",1
45519,"('well', 'blood')",1
45520,"('blood', 'know')",1
45521,"('know', 'handsome')",1
45522,"('handsome', 'lady')",1
45523,"('lady', 'takes')",1
45524,"('takes', 'half')",1
45525,"('499', '2598')",1
45526,"('2598', 'alright')",1
45527,"('alright', 'door')",1
45528,"('dispatched', '22')",1
45529,"('sis', '86')",1
45530,"('86', '36')",1
45531,"('36', 'eight')",1
45532,"('eight', 'six')",1
45533,"('six', '86')",1
45534,"('86', 'yeah')",1
45535,"('actually', 'tanked')",1
45536,"('tanked', 'shes')",1
45537,"('air', 'guess')",1
45538,"('guess', 'theres')",1
45539,"('theres', 'air')",1
45540,"('air', 'coming')",1
45541,"('breathing', 'turn')",1
45542,"('turn', 'nebulizer')",1
45543,"('nebulizer', 'shes')",1
45544,"('still', 'saying')",1
45545,"('feeling', 'busy')",1
45546,"('old', 'sis')",1
45547,"('jill', 'youre')",1
45548,"('peggy', 'jill')",1
45549,"('lap', '39')",1
45550,"('22', 'curtis')",1
45551,"('800', 'shortly')",1
45552,"('hi', 'client')",1
45553,"('client', 'trouble')",1
45554,"('address', 'really')",1
45555,"('give', 'whats')",1
45556,"('road', 'lap')",1
45557,"('39', 'thank')",1
45558,"('sorry', 'peggy')",1
45559,"('thank', 'lot')",1
45560,"('lot', '39')",1
45561,"('disconnected', 'crix')",1
45562,"('crix', '148169318')",1
45563,"('148169318', 'name')",1
45564,"('name', 'khadija')",1
45565,"('khadija', 'said')",1
45566,"('anywhere', 'knee')",1
45567,"('stand', 'thats')",1
45568,"('phone', 'stand')",1
45569,"('music', 'music')",1
45570,"('never', 'never')",1
45571,"('assist', 'need')",1
45572,"('nurse', 'need')",1
45573,"('nurse', 'hospital')",1
45574,"('hotel', 'need')",1
45575,"('lay', 'need')",1
45576,"('go', 'next')",1
45577,"('next', 'room')",1
45578,"('white', 'kale')",1
45579,"('kale', 'okay')",1
45580,"('uh', 'partners')",1
45581,"('old', '50000')",1
45582,"('50000', 'bad')",1
45583,"('bad', 'said')",1
45584,"('said', '57')",1
45585,"('57', 'yeah')",1
45586,"('started', 'give')",1
45587,"('bye', 'never')",1
45588,"('help', 'bye')",1
45589,"('airport', 'come')",1
45590,"('baby', 'baby')",1
45591,"('aisle', 'night')",1
45592,"('night', 'bye')",1
45593,"('able', 'turn')",1
45594,"('turn', 'tv')",1
45595,"('tv', 'background')",1
45596,"('background', 'hear')",1
45597,"('uh', 'baby')",1
45598,"('baby', 'dont')",1
45599,"('said', 'airport')",1
45600,"('forget', 'oh')",1
45601,"('hearing', 'cant')",1
45602,"('going', 'thank')",1
45603,"('okay', 'plugged')",1
45604,"('plugged', 'handful')",1
45605,"('handful', 'okay')",1
45606,"('big', 'need')",1
45607,"('started', 'music')",1
45608,"('music', 'okay')",1
45609,"('thing', 'phone')",1
45610,"('symptoms', 'whats')",1
45611,"('copy', 'dont')",1
45612,"('dont', 'thank')",1
45613,"('feeling', 'short')",1
45614,"('breath', 'picked')",1
45615,"('picked', 'pepper')",1
45616,"('pepper', 'im')",1
45617,"('bad', 'thank')",1
45618,"('thank', 'california')",1
45619,"('california', 'cant')",1
45620,"('get', 'pop')",1
45621,"('pop', 'blowing')",1
45622,"('blowing', 'getting')",1
45623,"('getting', 'sand')",1
45624,"('sand', 'game')",1
45625,"('game', 'way')",1
45626,"('way', 'phone')",1
45627,"('phone', 'thing')",1
45628,"('copy', 'copy')",1
45629,"('lot', 'copy')",1
45630,"('element', 'thats')",1
45631,"('comment', '6')",1
45632,"('wrong', 'got')",1
45633,"('got', 'similar')",1
45634,"('similar', 'problem')",1
45635,"('problem', 'cerebral')",1
45636,"('palsy', 'way')",1
45637,"('way', 'public')",1
45638,"('public', 'comment')",1
45639,"('6', '11')",1
45640,"('one', 'element')",1
45641,"('11', 'nobody')",1
45642,"('nobody', 'came')",1
45643,"('ive', 'calling')",1
45644,"('calling', 'want')",1
45645,"('go', 'boom')",1
45646,"('boom', 'calling')",1
45647,"('ah', 'one')",1
45648,"('address', '11050')",1
45649,"('218', 'yes')",1
45650,"('injury', 'conscious')",1
45651,"('still', 'ive')",1
45652,"('fats', 'shes')",1
45653,"('97', 'room')",1
45654,"('room', 'air')",1
45655,"('air', 'eyes')",1
45656,"('eyes', 'dilated')",1
45657,"('dilated', 'breathing')",1
45658,"('breathing', 'sacks')",1
45659,"('sacks', 'good')",1
45660,"('rate', '75')",1
45661,"('75', 'blood')",1
45662,"('shes', 'pinking')",1
45663,"('pinking', 'back')",1
45664,"('back', 'come')",1
45665,"('responsive', 'even')",1
45666,"('even', 'pain')",1
45667,"('yeah', 'putting')",1
45668,"('guys', 'willowbrook')",1
45669,"('got', 'fats')",1
45670,"('nonresponsive', 'still')",1
45671,"('okay', 'a1dor')",1
45672,"('shes', 'nonresponsive')",1
45673,"('oxygen', 'come')",1
45674,"('come', '81')",1
45675,"('81', 'door')",1
45676,"('h', 'howard')",1
45677,"('howard', 'one')",1
45678,"('one', 'h1')",1
45679,"('h1', 'medical')",1
45680,"('medical', 'one')",1
45681,"('740', 'grid')",1
45682,"('grid', '3374')",1
45683,"('3374', 'okay')",1
45684,"('shirts', 'janet')",1
45685,"('shirts', 'okay')",1
45686,"('dana', 'patient')",1
45687,"('shes', 'yawning')",1
45688,"('yawning', 'five')",1
45689,"('minutes', 'shes')",1
45690,"('living', '100')",1
45691,"('west', 'ill')",1
45692,"('ill', 'come')",1
45693,"('come', 'h1')",1
45694,"('83', '90')",1
45695,"('90', 'aware')",1
45696,"('shes', 'filling')",1
45697,"('filling', 'fluids')",1
45698,"('fluids', 'shes')",1
45699,"('new', 'diagnosis')",1
45700,"('diagnosis', 'chf')",1
45701,"('chf', 'okay')",1
45702,"('second', 'bye')",1
45703,"('bye', 'cold')",1
45704,"('cold', '91')",1
45705,"('1008', '100')",1
45706,"('1008', 'phone')",1
45707,"('calling', '7402015739')",1
45708,"('7402015739', 'watch')",1
45709,"('name', 'watch')",1
45710,"('jane', 'butts')",1
45711,"('bouncing', '83')",1
45712,"('o2sats', 'bouncing')",1
45713,"('weaving', 'o2sats')",1
45714,"('said', 'delaware')",1
45715,"('h1', 'somebody')",1
45716,"('somebody', 'waiting')",1
45717,"('doctors', 'current')",1
45718,"('current', 'cases')",1
45719,"('cases', 'covid')",1
45720,"('covid', 'thanks')",1
45721,"('watching', 'alright')",1
45722,"('okay', 'willowbrook')",1
45723,"('spellman', 'weaving')",1
45724,"('living', 'thats')",1
45725,"('okay', '7402013335')",1
45726,"('needs', 'sent')",1
45727,"('sent', 'er')",1
45728,"('er', 'per')",1
45729,"('per', 'dr')",1
45730,"('dr', 'spellman')",1
45731,"('a1dor', 'oxygen')",1
45732,"('a1', 'door')",1
45733,"('light', 'shes')",1
45734,"('xrays', 'patient')",1
45735,"('patient', '95')",1
45736,"('95', 'think')",1
45737,"('think', '95')",1
45738,"('95', 'around')",1
45739,"('around', '95')",1
45740,"('95', '95')",1
45741,"('95', '96')",1
45742,"('96', 'okay')",1
45743,"('yes', 'somebody')",1
45744,"('somebody', 'able')",1
45745,"('let', 'shell')",1
45746,"('shell', 'meet')",1
45747,"('meet', 'bring')",1
45748,"('bring', 'meet')",1
45749,"('yes', 'willowbrook')",1
45750,"('crossing', 'whats')",1
45751,"('kelly', 'tell')",1
45752,"('outside', 'room')",1
45753,"('sent', 'xrays')",1
45754,"('okay', 'a1')",1
45755,"('wondered', 'sent')",1
45756,"('acute', 'pain')",1
45757,"('pain', 'movement')",1
45758,"('movement', 'left')",1
45759,"('left', 'rib')",1
45760,"('rib', 'cage')",1
45761,"('cage', 'area')",1
45762,"('area', 'small')",1
45763,"('small', 'bruising')",1
45764,"('bruising', 'lower')",1
45765,"('kind', 'axillary')",1
45766,"('axillary', 'area')",1
45767,"('area', 'lower')",1
45768,"('left', 'quadrant')",1
45769,"('quadrant', 'would')",1
45770,"('would', 'distal')",1
45771,"('distal', 'pelvic')",1
45772,"('doctor', 'wondered')",1
45773,"('resident', 'hard')",1
45774,"('arouse', 'o2sacs')",1
45775,"('o2sacs', 'gone')",1
45776,"('gone', '88')",1
45777,"('7402013335', 'sure')",1
45778,"('7402013335', 'nurse')",1
45779,"('bye', 'want')",1
45780,"('hi', 'janet')",1
45781,"('janet', 'aran')",1
45782,"('aran', 'willowbrook')",1
45783,"('willowbrook', 'patient')",1
45784,"('patient', 'resident')",1
45785,"('head', 'history')",1
45786,"('seizures', 'need')",1
45787,"('squad', 'whats')",1
45788,"('address', 'ag')",1
45789,"('ag', '100')",1
45790,"('care', 'excess')",1
45791,"('excess', 'assisted')",1
45792,"('unit', 'department')",1
45793,"('department', '100')",1
45794,"('calling', 'sure')",1
45795,"('elevator', 'get')",1
45796,"('first', 'elevator')",1
45797,"('quite', 'okay')",1
45798,"('88', 'put')",1
45799,"('put', 'oxygen')",1
45800,"('oxygen', 'o2sacs')",1
45801,"('o2sacs', 'come')",1
45802,"('come', 'confused')",1
45803,"('confused', 'acting')",1
45804,"('acting', 'quite')",1
45805,"('room', '258')",1
45806,"('hit', 'first')",1
45807,"('258', 'said')",1
45808,"('said', '258')",1
45809,"('258', '258')",1
45810,"('258', 'old')",1
45811,"('approximately', '88')",1
45812,"('go', 'a1')",1
45813,"('a1', 'hit')",1
45814,"('butts', 'im')",1
45815,"('calling', 'mother')",1
45816,"('week', 'severe')",1
45817,"('product', 'sort')",1
45818,"('oh', 'two')",1
45819,"('two', 'oh')",1
45820,"('three', 'eight')",1
45821,"('eight', 'mmhmm')",1
45822,"('mmhmm', 'tom')",1
45823,"('pressure', 'tom')",1
45824,"('looking', 'thing')",1
45825,"('thing', 'right')",1
45826,"('right', 'reading')",1
45827,"('reading', '197')",1
45828,"('98', '136')",1
45829,"('136', 'felt')",1
45830,"('felt', 'rapid')",1
45831,"('rapid', 'pulse')",1
45832,"('pulse', 'thats')",1
45833,"('alrighty', 'tom')",1
45834,"('tom', 'weve')",1
45835,"('sort', 'four')",1
45836,"('uh', 'product')",1
45837,"('severe', 'dehydration')",1
45838,"('called', 'tom')",1
45839,"('76', 'breathing')",1
45840,"('lot', 'lung')",1
45841,"('lung', 'congestion')",1
45842,"('apartment', '3019')",1
45843,"('3019', 'took')",1
45844,"('pressure', 'mmhmm')",1
45845,"('mmhmm', '197')",1
45846,"('98', 'pulse')",1
45847,"('pulse', 'beating')",1
45848,"('beating', '136')",1
45849,"('136', 'beats')",1
45850,"('beats', 'minute')",1
45851,"('minute', 'im')",1
