,Bigram,Frequency
2681,"('know', 'sometimes')",1
2682,"('aspirin', 'back')",1
2683,"('sorry', 'conscious')",1
2684,"('stay', 'away')",1
2685,"('many', 'milligrams')",1
2686,"('took', 'normal')",1
2687,"('fever', 'blood')",1
2688,"('nausea', 'fever')",1
2689,"('pressure', 'nausea')",1
2690,"('puts', 'pressure')",1
2691,"('like', 'puts')",1
2692,"('uh', 'little')",1
2693,"('move', 'uh')",1
2694,"('chest', 'back')",1
2695,"('going', 'chest')",1
2696,"('normal', 'going')",1
2697,"('really', 'normal')",1
2698,"('yeah', 'really')",1
2699,"('stent', 'yeah')",1
2700,"('used', 'stent')",1
2701,"('get', 'used')",1
2702,"('thought', 'trying')",1
2703,"('stent', 'thought')",1
2704,"('ago', 'stent')",1
2705,"('learned', 'hours')",1
2706,"('gradual', 'learned')",1
2707,"('come', 'gradual')",1
2708,"('relief', 'sudden')",1
2709,"('yeah', 'relief')",1
2710,"('nitro', 'yeah')",1
2711,"('two', 'nitro')",1
2712,"('next', 'yeah')",1
2713,"('away', 'next')",1
2714,"('conscious', 'little')",1
2715,"('57', 'sorry')",1
2716,"('recently', 'illicit')",1
2717,"('please', 'shut')",1
2718,"('thank', 'sir')",1
2719,"('taken', 'okay')",1
2720,"('shes', 'taken')",1
2721,"('show', 'know')",1
2722,"('way', 'show')",1
2723,"('list', 'way')",1
2724,"('shes', 'list')",1
2725,"('medications', 'shes')",1
2726,"('get', 'medications')",1
2727,"('possible', 'loosen')",1
2728,"('immediately', 'try')",1
2729,"('minute', 'anything')",1
2730,"('minutes', 'minute')",1
2731,"('mark', 'couple')",1
2732,"('route', 'mark')",1
2733,"('medics', 'en')",1
2734,"('vaccinated', 'alright')",1
2735,"('breath', 'uh')",1
2736,"('like', 'cough')",1
2737,"('symptoms', 'like')",1
2738,"('showing', 'covid')",1
2739,"('anyone', 'showing')",1
2740,"('tonight', 'anyone')",1
2741,"('question', 'tonight')",1
2742,"('last', 'question')",1
2743,"('right', 'last')",1
2744,"('contact', 'right')",1
2745,"('shes', 'come')",1
2746,"('drugs', 'shes')",1
2747,"('sir', 'thank')",1
2748,"('shut', 'youre')",1
2749,"('old', '57')",1
2750,"('youre', 'coming')",1
2751,"('foster', 'old')",1
2752,"('query', 'foster')",1
2753,"('name', 'query')",1
2754,"('interest', 'name')",1
2755,"('back', 'interest')",1
2756,"('way', 'call')",1
2757,"('id', 'way')",1
2758,"('sure', 'id')",1
2759,"('wanted', 'make')",1
2760,"('thank', 'wanted')",1
2761,"('number', 'thank')",1
2762,"('2924', 'phone')",1
2763,"('four', '2924')",1
2764,"('showing', 'last')",1
2765,"('id', 'showing')",1
2766,"('caller', 'id')",1
2767,"('7405481117', 'caller')",1
2768,"('number', '7405481117')",1
2769,"('alleviating', 'okay')",1
2770,"('nothings', 'alleviating')",1
2771,"('nitroglycerins', 'nothings')",1
2772,"('two', 'nitroglycerins')",1
2773,"('father', 'hes')",1
2774,"('street', 'father')",1
2775,"('holderman', 'street')",1
2776,"('7595', 'holderman')",1
2777,"('emergency', '7595')",1
2778,"('mom', '911')",1
2779,"('coming', 'mom')",1
2780,"('located', 'look')",1
2781,"('umm', 'chest')",1
2782,"('okay', 'umm')",1
2783,"('oclock', 'okay')",1
2784,"('around', 'three')",1
2785,"('wow', 'around')",1
2786,"('know', 'wow')",1
2787,"('start', 'know')",1
2788,"('actually', 'time')",1
2789,"('started', 'actually')",1
2790,"('hi', 'started')",1
2791,"('okay', 'hi')",1
2792,"('talk', 'yeah')",1
2793,"('like', 'talk')",1
2794,"('ahead', 'thank')",1
2795,"('yeah', 'go')",1
2796,"('ask', 'yeah')",1
2797,"('building', 'well')",1
2798,"('know', 'came')",1
2799,"('started', 'know')",1
2800,"('check', 'started')",1
2801,"('zoom', 'check')",1
2802,"('well', 'zoom')",1
2803,"('yeah', 'oh')",1
2804,"('better', 'right')",1
2805,"('said', 'feels')",1
2806,"('actually', 'said')",1
2807,"('mean', 'actually')",1
2808,"('said', 'mean')",1
2809,"('hand', 'right')",1
2810,"('held', 'hand')",1
2811,"('kind', 'held')",1
2812,"('marshmallows', 'kind')",1
2813,"('three', 'oclock')",1
2814,"('start', 'suddenly')",1
2815,"('like', 'like')",1
2816,"('building', 'grad')",1
2817,"('coffee', 'would')",1
2818,"('little', 'coffee')",1
2819,"('maybe', 'little')",1
2820,"('well', 'maybe')",1
2821,"('thought', 'well')",1
2822,"('coffee', 'thought')",1
2823,"('made', 'coffee')",1
2824,"('could', 'made')",1
2825,"('well', 'could')",1
2826,"('nauseated', 'well')",1
2827,"('youre', 'breathing')",1
2828,"('like', 'feel')",1
2829,"('jaw', 'anything')",1
2830,"('sorry', 'yeah')",1
2831,"('arm', 'sorry')",1
2832,"('lame', 'okay')",1
2833,"('bit', 'lame')",1
2834,"('right', 'arm')",1
2835,"('heavy', 'doesnt')",1
2836,"('feel', 'heavy')",1
2837,"('chest', 'doesnt')",1
2838,"('phlegm', 'feeling')",1
2839,"('cough', 'lot')",1
2840,"('almost', 'cough')",1
2841,"('every', 'morning')",1
2842,"('phlegm', 'every')",1
2843,"('earlier', 'lot')",1
2844,"('well', 'earlier')",1
2845,"('grad', 'well')",1
2846,"('like', 'marshmallows')",1
2847,"('say', 'tightness')",1
2848,"('help', 'couldnt')",1
2849,"('son', 'okay')",1
2850,"('7404173262', 'im')",1
2851,"('number', '7404173262')",1
2852,"('number', 'phone')",1
2853,"('fine', 'whats')",1
2854,"('find', 'thats')",1
2855,"('told', 'find')",1
2856,"('remember', 'told')",1
2857,"('dont', 'remember')",1
2858,"('ask', 'dont')",1
2859,"('id', 'ask')",1
2860,"('know', 'id')",1
2861,"('though', 'yeah')",1
2862,"('low', 'though')",1
2863,"('kind', 'low')",1
2864,"('pressure', 'kind')",1
2865,"('took', 'blood')",1
2866,"('chest', 'took')",1
2867,"('yes', 'feels')",1
2868,"('arm', 'yes')",1
2869,"('chest', 'arm')",1
2870,"('tight', 'feeling')",1
2871,"('partner', 'get')",1
2872,"('road', 'yes')",1
2873,"('said', '1570')",1
2874,"('take', 'look')",1
2875,"('come', 'take')",1
2876,"('wonder', 'could')",1
2877,"('shape', 'wonder')",1
2878,"('good', 'shape')",1
2879,"('im', 'son')",1
2880,"('name', 'martin')",1
2881,"('gotcha', 'say')",1
2882,"('martin', 'martin')",1
2883,"('trouble', 'gotcha')",1
2884,"('little', 'ago')",1
2885,"('mean', 'little')",1
2886,"('morning', 'mean')",1
2887,"('day', 'called')",1
2888,"('times', 'day')",1
2889,"('day', 'couple')",1
2890,"('im', 'every')",1
2891,"('morning', 'im')",1
2892,"('called', 'morning')",1
2893,"('alone', 'called')",1
2894,"('lives', 'alone')",1
2895,"('mean', 'lives')",1
2896,"('time', 'mean')",1
2897,"('good', 'time')",1
2898,"('really', 'pretty')",1
2899,"('shes', 'really')",1
2900,"('97', 'shes')",1
2901,"('know', '97')",1
2902,"('mean', 'know')",1
2903,"('trouble', 'mean')",1
2904,"('never', 'trouble')",1
2905,"('nah', 'never')",1
2906,"('nah', 'nah')",1
2907,"('happened', 'nah')",1
2908,"('starting', 'happened')",1
2909,"('hough', 'okay')",1
2910,"('huff', 'hough')",1
2911,"('martin', 'huff')",1
2912,"('would', 'help')",1
2913,"('couldnt', 'drink')",1
2914,"('shes', 'afib')",1
2915,"('walnut', 'street')",1
2916,"('batch', 'alright')",1
2917,"('okay', 'batch')",1
2918,"('welcome', 'okay')",1
2919,"('anything', 'would')",1
2920,"('calm', 'ok')",1
2921,"('sit', 'stay')",1
2922,"('try', 'sit')",1
2923,"('ok', 'like')",1
2924,"('get', 'ok')",1
2925,"('dont', 'yeah')",1
2926,"('fine', 'dont')",1
2927,"('oh', 'thats')",1
2928,"('answers', 'oh')",1
2929,"('real', 'answers')",1
2930,"('dont', 'dont')",1
2931,"('got', 'dont')",1
2932,"('daughter', 'got')",1
2933,"('susie', 'daughter')",1
2934,"('know', 'susie')",1
2935,"('could', 'um')",1
2936,"('take', 'could')",1
2937,"('ill', 'take')",1
2938,"('somebody', 'wants')",1
2939,"('well', 'somebody')",1
2940,"('penicillin', 'well')",1
2941,"('allergic', 'penicillin')",1
2942,"('im', 'allergic')",1
2943,"('thing', 'im')",1
2944,"('allergic', 'thing')",1
2945,"('emergency', '145')",1
2946,"('street', 'glendale')",1
2947,"('one', 'pardon')",1
2948,"('glendale', 'ok')",1
2949,"('past', 'yes')",1
2950,"('attack', 'past')",1
2951,"('problems', 'heart')",1
2952,"('um', 'know')",1
2953,"('alright', 'um')",1
2954,"('five', 'conscious')",1
2955,"('five', 'sixty')",1
2956,"('uh', 'sixty')",1
2957,"('old', 'uh')",1
2958,"('1', 'couple')",1
2959,"('north', '1')",1
2960,"('dispatched', '145')",1
2961,"('work', 'getting')",1
2962,"('going', 'work')",1
2963,"('watching', 'yes')",1
2964,"('history', 'thanks')",1
2965,"('doubled', 'history')",1
2966,"('feel', 'doubled')",1
2967,"('girlfriend', 'heart')",1
2968,"('get', 'girlfriend')",1
2969,"('get', '72')",1
2970,"('080823', '72')",1
2971,"('74080', '080823')",1
2972,"('disconnected', '74080')",1
2973,"('want', 'phone')",1
2974,"('mark', 'want')",1
2975,"('getger', 'alright')",1
2976,"('mike', 'getger')",1
2977,"('name', 'mike')",1
2978,"('pardon', 'allergic')",1
2979,"('got', 'one')",1
2980,"('yeah', 'sweating')",1
2981,"('pretty', 'tough')",1
2982,"('id', 'forget')",1
2983,"('pass', 'id')",1
2984,"('would', 'pass')",1
2985,"('quite', 'long')",1
2986,"('well', 'quite')",1
2987,"('recently', 'well')",1
2988,"('like', 'recently')",1
2989,"('passing', 'something')",1
2990,"('maybe', 'passing')",1
2991,"('might', 'maybe')",1
2992,"('like', 'might')",1
2993,"('feelings', 'like')",1
2994,"('funny', 'feelings')",1
2995,"('happened', 'funny')",1
2996,"('ever', 'happened')",1
2997,"('fast', 'ever')",1
2998,"('hearts', 'beating')",1
2999,"('experienced', 'feel')",1
3000,"('okay', 'experienced')",1
3001,"('later', 'okay')",1
3002,"('cold', 'later')",1
3003,"('feel', 'cold')",1
3004,"('ill', 'feel')",1
3005,"('maybe', 'ill')",1
3006,"('warm', 'maybe')",1
3007,"('feel', 'warm')",1
3008,"('sometimes', 'feel')",1
3009,"('right', 'sometimes')",1
3010,"('sweating', 'right')",1
3011,"('forget', 'let')",1
3012,"('tough', 'ok')",1
3013,"('alrighty', 'got')",1
3014,"('pain', 'vaccine')",1
3015,"('yeah', 'alrighty')",1
3016,"('sure', 'yeah')",1
3017,"('sure', 'well')",1
3018,"('take', 'well')",1
3019,"('willing', 'take')",1
3020,"('would', 'willing')",1
3021,"('hubbard', 'would')",1
3022,"('miss', 'hubbard')",1
3023,"('okay', 'miss')",1
3024,"('broom', 'okay')",1
3025,"('ass', 'broom')",1
3026,"('got', 'ass')",1
3027,"('home', 'yes')",1
3028,"('aspirin', 'home')",1
3029,"('help', 'aspirin')",1
3030,"('medics', 'around')",1
3031,"('son', 'medics')",1
3032,"('told', 'son')",1
3033,"('good', 'told')",1
3034,"('thats', 'good')",1
3035,"('thought', 'thats')",1
3036,"('never', 'thought')",1
3037,"('well', 'never')",1
3038,"('alrighty', 'well')",1
3039,"('recently', 'alrighty')",1
3040,"('alcohol', 'recently')",1
3041,"('cialis', 'um')",1
3042,"('use', 'viagra')",1
3043,"('vaccine', 'okay')",1
3044,"('milligrams', 'ibuprofen')",1
3045,"('aftermosa', 'yep')",1
3046,"('stool', 'past')",1
3047,"('breathing', 'pardon')",1
3048,"('though', 'said')",1
3049,"('sure', 'though')",1
3050,"('idea', 'okay')",1
3051,"('little', 'idea')",1
3052,"('yeah', 'little')",1
3053,"('heartburners', 'yeah')",1
3054,"('got', 'heartburners')",1
3055,"('problems', 'got')",1
3056,"('bed', 'thank')",1
3057,"('walk', 'bed')",1
3058,"('guess', 'walk')",1
3059,"('uh', 'guess')",1
3060,"('sir', 'symptoms')",1
3061,"('pardon', 'sir')",1
3062,"('household', 'anybody')",1
3063,"('black', 'stool')",1
3064,"('okay', 'household')",1
3065,"('eight', 'years')",1
3066,"('shes', 'eight')",1
3067,"('60', 'shes')",1
3068,"('shes', '60')",1
3069,"('medic', 'old')",1
3070,"('well', 'partner')",1
3071,"('cancer', 'okay')",1
3072,"('chest', 'cancer')",1
3073,"('saying', 'shes')",1
3074,"('mothers', 'saying')",1
3075,"('calling', 'mothers')",1
3076,"('help', 'today')",1
3077,"('305', 'help')",1
3078,"('said', '12')",1
3079,"('ago', 'im')",1
3080,"('im', 'congested')",1
3081,"('failure', 'thought')",1
3082,"('baby', 'aspirins')",1
3083,"('takes', 'baby')",1
3084,"('profusely', 'okay')",1
3085,"('viewed', 'okay')",1
3086,"('shes', 'viewed')",1
3087,"('one', 'shes')",1
3088,"('thank', 'one')",1
3089,"('nods', 'vomiting')",1
3090,"('subscribe', 'breath')",1
3091,"('sure', 'subscribe')",1
3092,"('right', 'sure')",1
3093,"('say', 'shes')",1
3094,"('sit', 'breathe')",1
3095,"('okay', 'sit')",1
3096,"('lays', 'okay')",1
3097,"('yes', 'lays')",1
3098,"('move', 'yes')",1
3099,"('else', 'said')",1
3100,"('time', 'gradual')",1
3101,"('took', 'time')",1
3102,"('time', 'took')",1
3103,"('take', 'time')",1
3104,"('sudden', 'take')",1
3105,"('pain', 'sudden')",1
3106,"('gradual', 'pain')",1
3107,"('chest', 'sudden')",1
3108,"('said', 'center')",1
3109,"('failure', '12')",1
3110,"('thought', 'congested')",1
3111,"('513', '305')",1
3112,"('five', '513')",1
3113,"('number', 'five')",1
3114,"('quarantine', 'questions')",1
3115,"('house', 'ones')",1
3116,"('symptoms', 'anyone')",1
3117,"('may', 'covid')",1
3118,"('anything', 'may')",1
3119,"('contraindication', 'anything')",1
3120,"('hate', 'contraindication')",1
3121,"('would', 'hate')",1
3122,"('check', 'medics')",1
3123,"('double', 'check')",1
3124,"('wait', 'double')",1
3125,"('would', 'wait')",1
3126,"('gave', 'one')",1
3127,"('almost', 'gave')",1
3128,"('hour', 'almost')",1
3129,"('ask', 'hour')",1
3130,"('take', 'ask')",1
3131,"('vote', 'take')",1
3132,"('ask', 'vote')",1
3133,"('bye', 'ask')",1
3134,"('earlier', 'yes')",1
3135,"('since', 'earlier')",1
3136,"('galbra', 'gotten')",1
3137,"('gallbladder', 'galbra')",1
3138,"('removal', 'gallbladder')",1
3139,"('gallbladder', 'removal')",1
3140,"('history', 'gallbladder')",1
3141,"('surgical', 'history')",1
3142,"('medical', 'surgical')",1
3143,"('okay', 'medical')",1
3144,"('ones', 'doctors')",1
3145,"('questions', 'thank')",1
3146,"('cottle', 'phone')",1
3147,"('said', 'use')",1
3148,"('tim', 'cottle')",1
3149,"('uh', 'tim')",1
3150,"('5', 'okay')",1
3151,"('1', '5')",1
3152,"('0', '1')",1
3153,"('3', '0')",1
3154,"('4', '3')",1
3155,"('ohio', '4')",1
3156,"('hudson', 'road')",1
3157,"('980', 'hudson')",1
3158,"('uh', '980')",1
3159,"('shortly', 'yes')",1
3160,"('eye', 'anything')",1
3161,"('know', 'keep')",1
3162,"('gather', 'know')",1
3163,"('could', 'gather')",1
3164,"('medications', 'could')",1
3165,"('comfortable', 'medications')",1
3166,"('position', 'comfortable')",1
3167,"('whatever', 'position')",1
3168,"('whatever', 'whatever')",1
3169,"('get', 'whatever')",1
3170,"('drink', 'get')",1
3171,"('around', 'okay')",1
3172,"('help', 'around')",1
3173,"('bye', 'alright')",1
3174,"('jacket', 'bye')",1
3175,"('byebye', 'jacket')",1
3176,"('use', 'front')",1
3177,"('aspirins', 'thats')",1
3178,"('thats', 'taken')",1
3179,"('taken', 'today')",1
3180,"('hand', 'yep')",1
3181,"('hand', 'top')",1
3182,"('put', 'hand')",1
3183,"('going', 'put')",1
3184,"('yeah', 'youre')",1
3185,"('nipples', 'yeah')",1
3186,"('right', 'nipples')",1
3187,"('hand', 'center')",1
3188,"('heel', 'hand')",1
3189,"('put', 'heel')",1
3190,"('want', 'put')",1
3191,"('want', 'want')",1
3192,"('mother', 'ok')",1
3193,"('speaker', 'mother')",1
3194,"('im', 'speaker')",1
3195,"('ok', 'let')",1
3196,"('phone', 'yes')",1
3197,"('speaker', 'phone')",1
3198,"('phone', 'speaker')",1
3199,"('put', 'phone')",1
3200,"('nose', 'ok')",1
3201,"('mouth', 'nose')",1
3202,"('coming', 'mouth')",1
3203,"('air', 'coming')",1
3204,"('feel', 'air')",1
3205,"('back', 'feel')",1
3206,"('turn', 'back')",1
3207,"('sure', 'turn')",1
3208,"('ok', 'make')",1
3209,"('floor', 'ok')",1
3210,"('top', 'hand')",1
3211,"('going', 'push')",1
3212,"('floor', 'im')",1
3213,"('push', 'hard')",1
3214,"('door', 'whoevers')",1
3215,"('somebody', 'unlock')",1
3216,"('okay', 'somebody')",1
3217,"('like', 'keep')",1
3218,"('four', 'keep')",1
3219,"('ok', 'one')",1
3220,"('count', 'yeah')",1
3221,"('want', 'count')",1
3222,"('ahead', 'want')",1
3223,"('ahead', 'go')",1
3224,"('away', 'yeah')",1
3225,"('somebody', 'put')",1
3226,"('woohoo', 'somebody')",1
3227,"('minute', 'woohoo')",1
3228,"('compressions', 'per')",1
3229,"('120', 'compressions')",1
3230,"('100', '120')",1
3231,"('going', '100')",1
3232,"('second', 'ok')",1
3233,"('every', 'second')",1
3234,"('twice', 'every')",1
3235,"('pump', 'twice')",1
3236,"('try', 'pump')",1
3237,"('allowing', 'ok')",1
3238,"('inches', 'allowing')",1
3239,"('two', 'inches')",1
3240,"('least', 'two')",1
3241,"('fast', 'least')",1
3242,"('hard', 'fast')",1
3243,"('going', 'floor')",1
3244,"('floor', 'shes')",1
3245,"('shes', 'shes')",1
3246,"('mother', 'whats')",1
3247,"('drive', 'westerville')",1
3248,"('sanctuary', 'drive')",1
3249,"('5000', 'sanctuary')",1
3250,"('emergency', '5000')",1
3251,"('ready', 'right')",1
3252,"('medics', 'shortly')",1
3253,"('time', 'medics')",1
3254,"('mask', 'time')",1
3255,"('monitor', 'could')",1
3256,"('continue', 'monitor')",1
3257,"('clothes', 'continue')",1
3258,"('tight', 'clothes')",1
3259,"('route', 'loosen')",1
3260,"('calm', 'medic')",1
3261,"('whatevers', 'comfortable')",1
3262,"('lie', 'whatevers')",1
3263,"('would', 'sit')",1
3264,"('well', 'would')",1
3265,"('ok', 'well')",1
3266,"('thats', 'yes')",1
3267,"('shoulders', 'thats')",1
3268,"('pain', 'shoulders')",1
3269,"('shes', 'back')",1
3270,"('drugs', 'today')",1
3271,"('okay', 'contact')",1
3272,"('today', 'okay')",1
3273,"('earlier', 'today')",1
3274,"('took', 'earlier')",1
3275,"('yes', 'took')",1
3276,"('ohio', 'mother')",1
3277,"('name', 'felita')",1
3278,"('surface', 'shes')",1
3279,"('felita', 'moran')",1
3280,"('flat', 'surface')",1
3281,"('ok', 'flat')",1
3282,"('one', 'feel')",1
3283,"('try', 'feel')",1
3284,"('pole', 'try')",1
3285,"('seem', 'spotting')",1
3286,"('oxygen', 'doesnt')",1
3287,"('shes', 'oxygen')",1
3288,"('night', 'shes')",1
3289,"('breathing', 'last')",1
3290,"('issues', 'breathing')",1
3291,"('struggle', 'issues')",1
3292,"('shes', 'struggle')",1
3293,"('sick', 'yeah')",1
3294,"('73', 'sick')",1
3295,"('shes', '73')",1
3296,"('mother', 'old')",1
3297,"('like', 'mother')",1
3298,"('breathing', 'doesnt')",1
3299,"('think', 'shes')",1
3300,"('said', 'dont')",1
3301,"('cant', 'thank')",1
3302,"('want', 'keep')",1
3303,"('floor', 'dont')",1
3304,"('room', 'shes')",1
3305,"('see', 'room')",1
3306,"('mother', 'cant')",1
3307,"('okay', 'mother')",1
3308,"('moran', 'tell')",1
3309,"('mostly', 'okay')",1
3310,"('button', 'mostly')",1
3311,"('govern', 'belly')",1
3312,"('storage', 'phone')",1
3313,"('im', 'coming')",1
3314,"('recalling', 'im')",1
3315,"('im', 'recalling')",1
3316,"('managers', 'okay')",1
3317,"('water', 'managers')",1
3318,"('assistant', 'water')",1
3319,"('one', 'assistant')",1
3320,"('matt', 'im')",1
3321,"('name', 'matt')",1
3322,"('ari', 'whats')",1
3323,"('yeah', 'ari')",1
3324,"('kroger', 'yeah')",1
3325,"('okay', 'kroger')",1
3326,"('onefive', 'okay')",1
3327,"('430', 'onefive')",1
3328,"('ohio', '430')",1
3329,"('1840', 'columbus')",1
3330,"('hello', '1840')",1
3331,"('emergency', 'hello')",1
3332,"('byebye', 'thanks')",1
3333,"('talk', 'okay')",1
3334,"('yes', 'bad')",1
3335,"('make', 'yes')",1
3336,"('wasgirl', 'make')",1
3337,"('funny', 'wasgirl')",1
3338,"('redaustin', 'funny')",1
3339,"('okay', 'redaustin')",1
3340,"('wasnt', 'okay')",1
3341,"('ready', 'wasnt')",1
3342,"('coming', 'storage')",1
3343,"('number', '7403634398')",1
3344,"('shes', 'bad')",1
3345,"('7403634398', 'whats')",1
3346,"('ill', 'stand')",1
3347,"('access', 'um')",1
3348,"('way', 'access')",1
3349,"('whats', 'best')",1
3350,"('okay', 'one')",1
3351,"('25', 'yeah')",1
3352,"('said', '25')",1
3353,"('25', 'said')",1
3354,"('old', '25')",1
3355,"('last', '10')",1
3356,"('still', 'last')",1
3357,"('ago', 'still')",1
3358,"('got', 'long')",1
3359,"('probably', 'got')",1
3360,"('um', 'probably')",1
3361,"('rib', 'hurts')",1
3362,"('week', 'rib')",1
3363,"('havent', 'see')",1
3364,"('pain', 'havent')",1
3365,"('shes', 'dont')",1
3366,"('issue', 'shes')",1
3367,"('kind', 'heart')",1
3368,"('store', 'okay')",1
3369,"('liquor', 'store')",1
3370,"('issues', 'liquor')",1
3371,"('famicom', 'heart')",1
3372,"('employed', 'famicom')",1
3373,"('havent', 'employed')",1
3374,"('going', 'havent')",1
3375,"('think', 'ready')",1
3376,"('see', 'ok')",1
3377,"('front', 'actually')",1
3378,"('downstairs', 'find')",1
3379,"('medics', 'know')",1
3380,"('respond', 'dispatch')",1
3381,"('scene', 'respond')",1
3382,"('thats', 'scene')",1
3383,"('officer', 'thats')",1
3384,"('power', 'officer')",1
3385,"('know', 'power')",1
3386,"('experience', 'rapid')",1
3387,"('profusely', 'experience')",1
3388,"('passes', 'ok')",1
3389,"('passes', 'little')",1
3390,"('vomited', 'vomiting')",1
3391,"('im', 'vomited')",1
3392,"('go', 'im')",1
3393,"('want', 'partner')",1
3394,"('slow', 'dont')",1
3395,"('like', 'slow')",1
3396,"('get', 'like')",1
3397,"('want', 'get')",1
3398,"('honey', 'need')",1
3399,"('okay', 'honey')",1
3400,"('thats', 'correct')",1
3401,"('said', 'thats')",1
3402,"('passes', 'said')",1
3403,"('move', 'passes')",1
3404,"('doesnt', 'move')",1
3405,"('arm', 'ok')",1
3406,"('going', 'arm')",1
3407,"('hurt', 'yeah')",1
3408,"('go', 'downstairs')",1
3409,"('find', 'yeah')",1
3410,"('yep', 'see')",1
3411,"('sit', 'right')",1
3412,"('grr', 'history')",1
3413,"('find', 'aftermosa')",1
3414,"('nothing', 'find')",1
3415,"('nope', 'nothing')",1
3416,"('covid', 'nope')",1
3417,"('coffee', 'covid')",1
3418,"('sorry', 'youre')",1
3419,"('ahead', 'yeah')",1
3420,"('rather', 'difficulty')",1
3421,"('shortness', 'rather')",1
3422,"('anybody', 'coffee')",1
3423,"('thank', 'coming')",1
3424,"('elevator', 'thank')",1
3425,"('tell', 'elevator')",1
3426,"('finding', 'im')",1
3427,"('time', 'finding')",1
3428,"('theyll', 'hard')",1
3429,"('yeah', 'theyll')",1
3430,"('officer', 'yeah')",1
3431,"('meet', 'officer')",1
3432,"('go', 'meet')",1
3433,"('said', 'going')",1
3434,"('firm', 'said')",1
3435,"('aspirin', 'firm')",1
3436,"('think', 'aspirin')",1
3437,"('aspirin', 'know')",1
3438,"('nine', 'aspirin')",1
3439,"('take', 'nine')",1
3440,"('thank', 'take')",1
3441,"('stand', 'front')",1
3442,"('actually', 'lot')",1
3443,"('pain', 'govern')",1
3444,"('morning', 'dont')",1
3445,"('little', 'gray')",1
3446,"('start', 'little')",1
3447,"('breathing', 'start')",1
3448,"('questions', 'conscious')",1
3449,"('help', 'ive')",1
3450,"('get', 'help')",1
3451,"('zero', 'right')",1
3452,"('okay', 'zero')",1
3453,"('50', 'yes')",1
3454,"('said', '50')",1
3455,"('50', 'said')",1
3456,"('old', '50')",1
3457,"('severe', 'abdominal')",1
3458,"('husband', 'severe')",1
3459,"('happened', 'husband')",1
3460,"('2143139', 'tell')",1
3461,"('614', '2143139')",1
3462,"('614', 'wendy')",1
3463,"('thank', 'wendy')",1
3464,"('12', 'thank')",1
3465,"('squad', '12')",1
3466,"('township', 'squad')",1
3467,"('50', 'township')",1
3468,"('4306', '50')",1
3469,"('high', '4306')",1
3470,"('powell', 'high')",1
3471,"('millwater', 'drive')",1
3472,"('4690', 'millwater')",1
3473,"('time', '4690')",1
3474,"('gray', 'called')",1
3475,"('time', 'came')",1
3476,"('stuck', 'good')",1
3477,"('came', 'checked')",1
3478,"('button', 'pain')",1
3479,"('paint', 'belly')",1
3480,"('ok', 'paint')",1
3481,"('go', 'ok')",1
3482,"('bathroom', 'go')",1
3483,"('normal', 'said')",1
3484,"('normal', 'different')",1
3485,"('restroom', 'different')",1
3486,"('gone', 'restroom')",1
3487,"('normal', 'gone')",1
3488,"('movements', 'different')",1
3489,"('bow', 'movements')",1
3490,"('vomited', 'bow')",1
3491,"('vomited', 'vomited')",1
3492,"('maam', 'vomited')",1
3493,"('morning', 'yes')",1
3494,"('started', 'morning')",1
3495,"('rolled', 'okay')",1
3496,"('attack', 'rolled')",1
3497,"('correct', 'heart')",1
3498,"('floor', 'pain')",1
3499,"('hes', 'floor')",1
3500,"('restroom', 'hes')",1
3501,"('go', 'restroom')",1
3502,"('thought', 'go')",1
3503,"('er', 'thought')",1
3504,"('drive', 'er')",1
3505,"('could', 'drive')",1
3506,"('checked', 'said')",1
3507,"('good', 'way')",1
3508,"('drive', 'stuck')",1
3509,"('lot', 'guys')",1
3510,"('nitro', 'ice')",1
3511,"('natural', 'reference')",1
3512,"('astrone', 'natural')",1
3513,"('nitro', 'astrone')",1
3514,"('okay', 'nitro')",1
3515,"('rate', 'yes')",1
3516,"('profusely', 'little')",1
3517,"('throwing', 'anything')",1
3518,"('like', 'throwing')",1
3519,"('anything', 'feel')",1
3520,"('vomited', 'anything')",1
3521,"('photograph', 'yeah')",1
3522,"('photograph', 'photograph')",1
3523,"('breath', 'photograph')",1
3524,"('shorter', 'breath')",1
3525,"('move', 'shorter')",1
3526,"('worse', 'breathe')",1
3527,"('hurt', 'worse')",1
3528,"('moves', 'hurt')",1
3529,"('moves', 'okay')",1
3530,"('cage', 'okay')",1
3531,"('gate', 'right')",1
3532,"('underline', 'gate')",1
3533,"('right', 'underline')",1
3534,"('forward', 'right')",1
3535,"('pain', 'forward')",1
3536,"('else', 'know')",1
3537,"('sudden', 'yeah')",1
3538,"('right', 'come')",1
3539,"('guys', 'get')",1
3540,"('reference', 'nitro')",1
3541,"('ice', 'password')",1
3542,"('water', 'drive')",1
3543,"('password', 'okay')",1
3544,"('0', 'water')",1
3545,"('9', '0')",1
3546,"('6', '9')",1
3547,"('4', '6')",1
3548,"('emergency', '4')",1
3549,"('dont', '911')",1
3550,"('ill', 'right')",1
3551,"('yup', 'ill')",1
3552,"('okay', 'yup')",1
3553,"('somebody', 'front')",1
3554,"('way', 'somebody')",1
3555,"('disconnect', 'medics')",1
3556,"('able', 'okay')",1
3557,"('ok', 'shes')",1
3558,"('aspirin', 'able')",1
3559,"('pharmacist', 'okay')",1
3560,"('said', 'pharmacist')",1
3561,"('sure', 'get')",1
3562,"('pharmacist', 'right')",1
